state,county,total_population,num_icu_be,bed_utiliz,potential,pco60,cases,deaths,deaths_per_capita,deaths_per_case,cases_per_capita
California,Tehama,63247,8,0.553536,27,0.031384888,1,1,1.58E-05,1,1.58E-05
California,Tulare,458809,65,1.332569,49,0.002959837,532,32,6.97E-05,0.060150376,0.001159524
California,Tuolumne,53899,6,0.506882,56,0.055474128,4,0,0,0,7.42E-05
California,Ventura,847834,153,3.606732,49,0.001423628,509,17,2.01E-05,0.033398821,0.000600353
California,Yolo,212605,14,0.951171,0,0.011754192,161,16,7.53E-05,0.099378882,0.000757273
California,Yuba,74644,24,0.707348,72,0.006886019,16,1,1.34E-05,0.0625,0.000214351
Colorado,Adams,487850,181,2.930371,80,0.000850671,1391,60,0.000122989,0.043134436,0.002851286
Colorado,Alamosa,16345,6,0.377914,0,0.030100948,10,2,0.000122362,0.2,0.000611808
Colorado,Arapahoe,626612,127,2.065771,161,0.001404378,2252,130,0.000207465,0.057726465,0.003593931
Colorado,Boulder,316782,72,2.420319,152,0.002604315,515,33,0.000104173,0.06407767,0.001625724
Colorado,Chaffee,18818,2,0.410192,0,0.167711765,66,12,0.000637687,0.181818182,0.00350728
Colorado,Delta,30217,6,0.273693,0,0.053910051,33,1,3.31E-05,0.03030303,0.0010921
Colorado,Denver,678467,208,3.2517369,604,0.000710425,2682,135,0.000198978,0.05033557,0.003953029
Colorado,Douglas,320940,54,1.542127,7,0.002894622,449,21,6.54E-05,0.046770601,0.001399015
Colorado,Eagle,53726,5,0.249071,0,0.030171612,535,7,0.000130291,0.013084112,0.009957935
Colorado,El Paso,674826,91,1.240449,-41,0.001812319,879,68,0.000100767,0.077360637,0.001302558
Colorado,Fremont,46601,4,0.595178,0,0.067638034,22,0,0,0,0.000472093
Colorado,Garfield,57945,5,0.804009,37,0.035205799,88,2,3.45E-05,0.022727273,0.001518682
Colorado,Jefferson,564029,46,1.334176,169,0.002345624,1276,65,0.000115242,0.050940439,0.002262295
Colorado,La Plata,54469,11,0.449048,0,0.020837541,59,0,0,0,0.001083185
Colorado,Larimer,330976,43,1.593231,17,0.003692111,321,19,5.74E-05,0.059190031,0.000969859
Colorado,Logan,21885,4,0.324055,0,0.057756454,259,1,4.57E-05,0.003861004,0.01183459
Colorado,Mesa,148798,30,0.925688,96,0.005463783,40,0,0,0,0.000268821
Colorado,Montezuma,25770,4,0.384548,0,0.070818782,15,2,7.76E-05,0.133333333,0.000582072
Colorado,Montrose,40908,8,0.366521,25,0.03678987,92,10,0.000244451,0.108695652,0.002248949
Colorado,Morgan,28123,6,0.145662,14,0.035842549,298,15,0.000533371,0.05033557,0.010596309
Colorado,Pitkin,17747,4,0.254575,0,0.062207697,61,2,0.000112695,0.032786885,0.003437201
Colorado,Pueblo,163368,17,1.234194,716,0.007522893,134,9,5.51E-05,0.067164179,0.000820234
Colorado,Routt,24359,4,0.223814,0,0.050453631,54,4,0.00016421,0.074074074,0.00221684
Colorado,Summit,29722,8,0.252538,1,0.023820739,106,2,6.73E-05,0.018867925,0.003566382
Colorado,Weld,285729,16,0.523677,153,0.006499165,1544,87,0.000304484,0.05634715,0.005403722
Connecticut,Fairfield,947328,157,3.713354,0,0.00120444,10763,727,0.000767422,0.067546223,0.011361429
Connecticut,Hartford,897417,216,3.682334,138,0.001038536,5157,612,0.000681957,0.118673647,0.005746492
Connecticut,Litchfield,184454,21,0.776623,0,0.012951739,892,75,0.000406605,0.084080717,0.004835894
Connecticut,Middlesex,164110,24,0.552822,0,0.010505149,609,69,0.00042045,0.113300493,0.003710926
Connecticut,New Haven,862127,110,2.903182,0,0.001215598,6993,456,0.000528924,0.065208065,0.008111334
Connecticut,New London,270772,22,1.269048,0,0.007327198,516,34,0.000125567,0.065891473,0.001905662
Connecticut,Tolland,151596,16,0.772827,0,0.013001662,419,35,0.000230877,0.08353222,0.002763925
Connecticut,Windham,116674,6,0.356612,0,0.036400569,164,4,3.43E-05,0.024390244,0.001405626
Delaware,Kent,173145,29,0.68772,0,0.007340668,652,23,0.000132837,0.035276074,0.00376563
Delaware,New Castle,555036,93,1.03494,215,0.001697187,1629,57,0.000102696,0.034990792,0.002934945
Delaware,Sussex,215551,18,0.97431,45,0.008768227,1870,45,0.000208767,0.024064171,0.008675441
Florida,Alachua,259865,66,0.832845,299,0.00087353,254,2,7.70E-06,0.007874016,0.000977431
Florida,Bay,180117,77,1.251456,46,0.002898116,68,2,1.11E-05,0.029411765,0.000377532
Florida,Brevard,568183,157,4.1424284,48,0.001891996,266,8,1.41E-05,0.030075188,0.000468159
Florida,Broward,1890416,525,8.443476,801,0.000366586,4794,174,9.20E-05,0.036295369,0.00253595
Florida,Charlotte,173236,51,1.545882,104,0.009195548,211,14,8.08E-05,0.066350711,0.001217992
Florida,Citrus,141373,40,1.113828,0,0.010900243,97,11,7.78E-05,0.113402062,0.000686128
Florida,Clay,203291,42,1.9649793,44,0.007290042,271,14,6.89E-05,0.051660517,0.001333064
Florida,Collier,356774,58,1.2009326,-213,0.00507324,562,15,4.20E-05,0.026690391,0.001575227
Florida,Columbia,68484,27,0.962068,12,0.009213831,53,0,0,0,0.000773903
Florida,DeSoto,35675,8,0.174951,0,0.034113525,25,4,0.000112123,0.16,0.000700771
Florida,Duval,912043,351,3.8558532,286,0.000457215,990,19,2.08E-05,0.019191919,0.001085475
Florida,Escambia,309924,85,1.941898,390,0.001832707,470,11,3.55E-05,0.023404255,0.001516501
Florida,Flagler,105015,18,0.904469,0,0.020444698,127,2,1.90E-05,0.015748031,0.001209351
Florida,Hendry,39064,3,0.157808,0,0.05808417,68,2,5.12E-05,0.029411765,0.001740733
Florida,Hernando,179144,44,1.261049,0,0.007848435,89,4,2.23E-05,0.04494382,0.000496807
Florida,Highlands,100177,38,0.974523,26,0.010870759,80,7,6.99E-05,0.0875,0.000798587
Florida,Hillsborough,1351087,411,6.859829,457,0.000441126,1062,21,1.55E-05,0.019774011,0.000786034
Florida,Indian River,147981,40,0.959613,55,0.009676918,90,5,3.38E-05,0.055555556,0.000608186
Florida,Jackson,48571,7,0.517933,34,0.035391489,13,0,0,0,0.000267649
Florida,Lake,326215,62,1.401658,30,0.002084515,223,10,3.07E-05,0.044843049,0.000683598
Florida,Lee,700165,141,2.432583,80,0.002425143,970,37,5.28E-05,0.03814433,0.001385388
Florida,Leon,285890,50,1.52532,386,0.00286124,211,3,1.05E-05,0.014218009,0.000738046
Florida,Manatee,363542,98,1.827773,28,0.003685957,533,42,0.00011553,0.07879925,0.00146613
Florida,Marion,343778,110,1.476081,30,0.003159015,151,4,1.16E-05,0.026490066,0.000439237
Florida,Martin,155719,57,0.608303,0,0.005028288,183,5,3.21E-05,0.027322404,0.001175194
Florida,Miami-Dade,2702602,540,9.0748966,65,0.000351883,11569,302,0.000111744,0.026104244,0.004280689
Florida,Monroe,76745,14,0.484811,19,0.020770083,79,3,3.91E-05,0.037974684,0.001029383
Florida,Okaloosa,197591,51,1.721703,48,0.003699561,148,3,1.52E-05,0.02027027,0.000749022
Florida,Okeechobee,40228,8,0.474712,0,0.031793775,10,0,0,0,0.000248583
Florida,Orange,1290216,334,2.6397881,80,0.000412334,1338,29,2.25E-05,0.021674141,0.001037036
Florida,Osceola,325168,66,1.8997804,45,0.002660163,470,7,2.15E-05,0.014893617,0.001445407
Florida,Palm Beach,1426772,389,7.9359889,364,0.000725414,2761,156,0.000109338,0.056501268,0.001935137
Florida,Pasco,498136,130,4.3179369,-40,0.001728444,237,5,1.00E-05,0.021097046,0.000475774
Florida,Pinellas,949842,276,6.7894559,551,0.001108605,698,25,2.63E-05,0.035816619,0.000734859
Florida,Polk,652256,127,2.424887,152,0.001793774,441,18,2.76E-05,0.040816327,0.000676115
Florida,Putnam,72435,10,0.618818,0,0.029157175,87,1,1.38E-05,0.011494253,0.001201077
Florida,Santa Rosa,166778,16,0.93488,33,0.012873401,150,6,3.60E-05,0.04,0.000899399
Florida,Sarasota,404839,118,1.864817,255,0.003643424,323,32,7.90E-05,0.099071207,0.000797848
Florida,Seminole,449260,38,1.144392,13,0.005435605,367,8,1.78E-05,0.021798365,0.000816899
Florida,St. Johns,226578,47,0.455007,0,0.005362392,204,4,1.77E-05,0.019607843,0.000900352
Florida,St. Lucie,298763,54,1.480817,90,0.004247514,236,20,6.69E-05,0.084745763,0.000789924
Florida,Taylor,22350,6,0.109817,0,0.043489933,3,0,0,0,0.000134228
Florida,Volusia,518660,105,2.57287,60,0.002095785,440,18,3.47E-05,0.040909091,0.00084834
Florida,Walton,63457,28,0.721115,14,0.009344911,35,0,0,0,0.000551555
Georgia,Appling,18471,3,0.210475,15,0.075956905,60,5,0.000270695,0.083333333,0.003248335
Georgia,Bacon,11279,4,0.517699,0,0.051600319,22,1,8.87E-05,0.045454545,0.001950528
Georgia,Baldwin,45527,12,0.275902,42,0.017000901,193,6,0.00013179,0.031088083,0.004239243
Georgia,Barrow,75099,6,0.188992,0,0.027643511,113,4,5.33E-05,0.03539823,0.00150468
Georgia,Bartow,102623,21,0.757177,0,0.008536098,289,29,0.000282588,0.100346021,0.002816133
Georgia,Ben Hill,17272,5,0.218322,27,0.046086151,24,0,0,0,0.001389532
Georgia,Bibb,153923,115,1.942902,192,0.001773614,256,7,4.55E-05,0.02734375,0.001663169
Georgia,Bulloch,73742,24,0.616477,7,0.006482059,34,2,2.71E-05,0.058823529,0.000461067
Georgia,Camden,52252,5,0.454863,0,0.032553778,30,1,1.91E-05,0.033333333,0.000574141
Georgia,Candler,10894,6,0.311014,0,0.037910777,8,0,0,0,0.000734349
Georgia,Carroll,114898,18,1.494171,106,0.009878327,329,13,0.000113144,0.039513678,0.002863409
Georgia,Chatham,285506,62,2.149094,187,0.002514833,208,7,2.45E-05,0.033653846,0.000728531
Georgia,Clarke,123554,92,1.361263,33,0.001351636,140,13,0.000105217,0.092857143,0.001133108
Georgia,Clayton,274150,34,0.485021,87,0.003964983,649,24,8.75E-05,0.036979969,0.002367317
Georgia,Cobb,739072,81,1.479485,15,0.001371991,1483,81,0.000109597,0.054619016,0.00200657
Georgia,Coffee,43048,10,0.527971,2,0.018258688,109,4,9.29E-05,0.036697248,0.002532057
Georgia,Colquitt,45890,10,0.59694,5,0.019437786,172,6,0.000130747,0.034883721,0.003748093
Georgia,Coweta,138015,23,1.2618451,-14,0.009636634,190,4,2.90E-05,0.021052632,0.001376662
Georgia,Crisp,23005,16,0.517471,8,0.014475114,157,3,0.000130406,0.01910828,0.006824603
Georgia,DeKalb,736066,278,3.381034,135,0.000982249,1855,42,5.71E-05,0.022641509,0.002520154
Georgia,Decatur,27023,10,0.196952,0,0.021574215,64,1,3.70E-05,0.015625,0.002368353
Georgia,Dodge,21063,6,0.345548,54,0.037411575,24,1,4.75E-05,0.041666667,0.001139439
Georgia,Dougherty,91522,50,0.599089,282,0.004152007,1480,114,0.001245602,0.077027027,0.016170975
Georgia,Douglas,140152,8,0.698066,6,0.019650094,284,11,7.85E-05,0.038732394,0.002026371
Georgia,Elbert,19288,4,0.143309,0,0.065999585,19,0,0,0,0.000985068
Georgia,Emanuel,22502,8,0.199391,27,0.026575416,20,0,0,0,0.00088881
Georgia,Fannin,24480,5,0.177479,0,0.071895425,24,0,0,0,0.000980392
Georgia,Fayette,110306,66,0.812888,0,0.006191866,169,8,7.25E-05,0.047337278,0.001532102
Georgia,Floyd,96471,42,1.404238,79,0.003337791,134,11,0.000114024,0.082089552,0.001389018
Georgia,Forsyth,211300,24,0.677308,0,0.006549929,271,8,3.79E-05,0.029520295,0.001282537
Georgia,Franklin,22328,8,0.320646,0,0.031843425,17,0,0,0,0.000761376
Georgia,Fulton,1010420,519,6.072968,759,0.000293937,2680,103,0.000101938,0.038432836,0.002652362
Georgia,Gordon,56424,8,0.642644,0,0.024245002,81,12,0.000212675,0.148148148,0.001435559
Georgia,Grady,25048,4,0.356164,14,0.055812839,54,3,0.00011977,0.055555556,0.002155861
Georgia,Gwinnett,889954,70,1.408542,-125,0.001677615,1545,52,5.84E-05,0.033656958,0.001736045
Georgia,Habersham,43878,4,0.300129,0,0.060759378,193,4,9.12E-05,0.020725389,0.00439856
Georgia,Hall,192865,85,0.801991,112,0.002245094,1098,12,6.22E-05,0.010928962,0.005693101
Georgia,Houston,150341,36,1.170141,0,0.004715946,215,13,8.65E-05,0.060465116,0.001430082
Georgia,Jeff Davis,14999,4,0.292384,0,0.053670245,14,1,6.67E-05,0.071428571,0.000933396
Georgia,Laurens,47451,16,0.536136,45,0.013972308,54,1,2.11E-05,0.018518519,0.001138016
Georgia,Lowndes,113941,48,0.639516,56,0.003273624,139,4,3.51E-05,0.028776978,0.00121993
Georgia,Muscogee,198647,61,1.579585,355,0.002844241,283,4,2.01E-05,0.014134276,0.001424638
Georgia,Newton,105042,10,0.48601,7,0.017573923,173,7,6.66E-05,0.040462428,0.00164696
Georgia,Paulding,152399,8,0.690705,0,0.017526362,166,7,4.59E-05,0.042168675,0.001089246
Georgia,Pickens,30343,6,0.699104,0,0.046501664,21,2,6.59E-05,0.095238095,0.000692087
Georgia,Pulaski,11396,6,0.158007,-6,0.041067041,24,1,8.78E-05,0.041666667,0.002106002
Georgia,Richmond,201568,209,2.117376,-83,0.00071936,377,14,6.95E-05,0.037135279,0.001870337
Georgia,Rockdale,88482,16,0.758069,0,0.012092855,166,6,6.78E-05,0.036144578,0.001876088
Georgia,Spalding,64192,22,0.578202,0,0.010468594,197,8,0.000124626,0.040609137,0.003068918
Georgia,Stephens,25625,6,0.213328,22,0.041170732,73,1,3.90E-05,0.01369863,0.00284878
Georgia,Thomas,44909,35,0.650394,38,0.006568839,162,16,0.000356276,0.098765432,0.003607295
Georgia,Tift,40531,20,0.620586,0,0.009992352,100,5,0.000123362,0.05,0.002467247
Georgia,Toombs,27160,8,0.769494,5,0.026767305,28,3,0.000110457,0.107142857,0.001030928
Georgia,Troup,69433,20,0.293042,0,0.009635188,138,4,5.76E-05,0.028985507,0.001987528
Georgia,Union,22262,5,0.501651,6,0.079552601,32,2,8.98E-05,0.0625,0.001437427
Georgia,Upson,26241,28,0.372288,28,0.008574368,203,17,0.000647841,0.083743842,0.007735986
Georgia,Walton,88695,7,0.33111,1,0.028705113,100,2,2.25E-05,0.02,0.001127459
Georgia,Ware,35688,10,0.518708,97,0.010143466,112,8,0.000224165,0.071428571,0.00313831
Georgia,Wayne,29833,12,0.378674,0,0.017162203,12,0,0,0,0.000402239
Georgia,Whitfield,103963,26,0.413465,36,0.005271106,69,4,3.85E-05,0.057971014,0.000663698
Hawaii,Hawaii,196325,24,1.638994,132,0.011160066,70,0,0,0,0.000356552
Hawaii,Honolulu,990060,136,4.703285,24,0.001489809,396,11,1.11E-05,0.027777778,0.000399976
Hawaii,Kauai,71093,9,1.008211,20,0.028202495,21,0,0,0,0.000295388
Hawaii,Maui,164094,20,0.69893,-5,0.011560447,113,5,3.05E-05,0.044247788,0.00068863
Idaho,Ada,435117,88,1.200033,81,0.001769639,621,15,3.45E-05,0.024154589,0.001427202
Idaho,Bannock,84113,20,0.585182,68,0.00936835,5,0,0,0,5.94E-05
Idaho,Bingham,45369,5,0.6603836,0,0.038197888,3,0,0,0,6.61E-05
Idaho,Bonner,41855,4,0.450301,0,0.079536495,4,0,0,0,9.56E-05
Idaho,Bonneville,110404,35,0.517513,63,0.005171914,16,0,0,0,0.000144922
Idaho,Canyon,207027,41,1.272412,64,0.004337598,227,6,2.90E-05,0.026431718,0.001096475
Idaho,Cassia,23472,6,0.337961,-6,0.030717451,12,1,4.26E-05,0.083333333,0.000511247
Idaho,Kootenai,150128,55,0.617945,2,0.004469519,60,0,0,0,0.000399659
Idaho,Madison,38241,4,0.289511,2,0.022070553,6,0,0,0,0.0001569
Idaho,Nez Perce,40014,9,0.348952,35,0.028290098,50,15,0.000374869,0.3,0.001249563
Idaho,Twin Falls,82248,30,0.540714,38,0.006735726,133,11,0.000133742,0.082706767,0.001617061
Illinois,Adams,66787,25,0.539689,59,0.010166649,33,0,0,0,0.000494108
Illinois,Bureau,33619,9,0.647168,25,0.030964633,10,0,0,0,0.000297451
Illinois,Champaign,207946,13,0.343853,41,0.003303742,107,6,2.89E-05,0.056074766,0.000514557
Illinois,Cook,5238541,1299,21.8957994,2822,0.000119499,31953,1347,0.000257133,0.042155666,0.006099599
Illinois,DeKalb,104473,16,0.75701,0,0.010098303,76,1,9.57E-06,0.013157895,0.000727461
Illinois,DuPage,931826,219,3.842902,180,0.000789847,2628,133,0.000142731,0.050608828,0.002820269
Illinois,Effingham,34164,10,0.287383,0,0.023533544,5,1,2.93E-05,0.2,0.000146353
Illinois,Fayette,21980,4,0.346411,81,0.058826206,16,2,9.10E-05,0.125,0.000727934
Illinois,Ford,13470,2,0.401096,16,0.130734967,8,1,7.42E-05,0.125,0.000593912
Illinois,Fulton,35733,5,0.448423,44,0.05250049,3,0,0,0,8.40E-05
Illinois,Grundy,50333,8,0.42241,0,0.022549818,30,0,0,0,0.00059603
Illinois,Henry,49649,3,0.199343,0,0.086829543,36,0,0,0,0.00072509
Illinois,Jackson,59115,21,0.579493,0,0.009100905,68,7,0.000118413,0.102941176,0.0011503
Illinois,Jefferson,38358,22,0.777653,10,0.011262318,83,8,0.000208561,0.096385542,0.002163825
Illinois,Jersey,22215,4,0.152114,19,0.063515643,12,1,4.50E-05,0.083333333,0.000540176
Illinois,Kane,529402,87,2.112993,73,0.001713254,1185,39,7.37E-05,0.032911392,0.002238375
Illinois,Kankakee,110801,18,0.474453,27,0.003817655,309,26,0.000234655,0.084142395,0.002788783
Illinois,Knox,51374,18,0.586559,77,0.014949196,36,0,0,0,0.000700744
Illinois,LaSalle,111151,13,1.033976,7,0.018902214,46,1,9.00E-06,0.02173913,0.000413851
Illinois,Lake,704476,108,2.745497,122,0.001734623,3080,118,0.0001675,0.038311688,0.004372044
Illinois,Lee,34670,6,0.325944,14,0.041274877,20,0,0,0,0.000576868
Illinois,Livingston,36812,5,0.40274,0,0.049141584,20,1,2.72E-05,0.05,0.000543301
Illinois,Macon,107587,35,0.942389,-22,0.003894523,103,11,0.000102243,0.106796117,0.000957365
Illinois,Madison,266153,58,1.662387,276,0.003922556,306,17,6.39E-05,0.055555556,0.001149715
Illinois,Marion,38305,9,0.459171,42,0.028194753,26,0,0,0,0.000678763
Illinois,McDonough,31597,7,0.310563,15,0.032091654,7,0,0,0,0.00022154
Illinois,McHenry,308043,33,0.908755,-35,0.00578166,538,28,9.09E-05,0.05204461,0.001746509
Illinois,McLean,173231,30,0.374451,15,0.005720685,92,3,1.73E-05,0.032608696,0.000531083
Illinois,Morgan,34442,9,0.350411,38,0.028337495,18,1,2.90E-05,0.055555556,0.000522618
Illinois,Ogle,51619,4,0.175504,-1,0.059609834,105,1,1.94E-05,0.00952381,0.002034135
Illinois,Peoria,186145,95,1.751525,240,0.002041419,68,2,1.07E-05,0.029411765,0.000365307
Illinois,Richland,15953,8,0.267794,87,0.032658434,3,0,0,0,0.000188052
Illinois,Rock Island,146205,27,0.631467,30,0.004247461,323,8,5.47E-05,0.024767802,0.002209227
Illinois,Sangamon,198134,83,1.420607,146,0.002301473,113,8,4.04E-05,0.07079646,0.000570321
Illinois,St. Clair,264433,42,1.818105,165,0.004912397,403,24,9.08E-05,0.05955335,0.001524016
Illinois,Stephenson,45839,8,0.373671,0,0.036628199,16,0,0,0,0.000349048
Illinois,Tazewell,134695,8,0.212905,0,0.02967445,37,3,2.23E-05,0.081081081,0.000274695
Illinois,Vermilion,79207,12,0.294071,17,0.020376987,14,0,0,0,0.000176752
Illinois,Wabash,11568,4,0.275507,0,0.06492047,1,0,0,0,8.64E-05
Illinois,Wayne,16569,4,0.18389,30,0.066690808,2,0,0,0,0.000120707
Illinois,Whiteside,56823,9,0.368522,2,0.029336712,67,5,8.80E-05,0.074626866,0.0011791
Illinois,Will,687727,73,1.62018,173,0.001846663,2173,136,0.000197753,0.062586286,0.003159684
Illinois,Williamson,67477,26,0.97588,33,0.009321695,25,0,0,0,0.000370497
Illinois,Winnebago,287512,90,1.640331,56,0.002608587,343,14,4.87E-05,0.040816327,0.001192994
Indiana,Adams,35018,4,0.610082,0,0.050973785,7,1,2.86E-05,0.142857143,0.000199897
Indiana,Allen,367747,134,1.076043,0,0.001136651,486,33,8.97E-05,0.067901235,0.001321561
Indiana,Bartholomew,81024,17,0.395053,0,0.012243286,232,10,0.00012342,0.043103448,0.002863349
Indiana,Boone,63013,8,0.291781,0,0.022328726,183,20,0.000317395,0.109289617,0.002904163
Indiana,Cass,38248,5,0.284903,0,0.0464338,1025,1,2.61E-05,0.00097561,0.026798787
Indiana,Clark,114893,22,0.603134,0,0.008346897,277,13,0.000113149,0.046931408,0.002410939
Indiana,Daviess,32777,5,0.270385,0,0.04033316,45,9,0.000274583,0.2,0.001372914
Indiana,DeKalb,42524,8,0.423547,0,0.027043552,15,1,2.35E-05,0.066666667,0.000352742
Indiana,Dearborn,49564,8,0.338069,0,0.028246308,85,6,0.000121056,0.070588235,0.001714954
Indiana,Delaware,115938,36,0.679974,0,0.006115338,147,13,0.000112129,0.088435374,0.001267919
Indiana,Dubois,42379,26,0.32889,0,0.009037495,18,0,0,0,0.000424739
Indiana,Elkhart,202924,35,1.005388,0,0.005445388,247,5,2.46E-05,0.020242915,0.001217204
Indiana,Floyd,76481,16,0.636189,11,0.013611224,164,12,0.000156902,0.073170732,0.002144323
Indiana,Fulton,20296,4,0.394192,0,0.064643279,23,0,0,0,0.001133228
Indiana,Gibson,33596,5,0.175343,0,0.045094654,6,0,0,0,0.000178593
Indiana,Grant,67615,19,0.446188,0,0.012985284,117,7,0.000103527,0.05982906,0.001730385
Indiana,Greene,32431,5,0.282082,0,0.051278098,47,5,0.000154173,0.106382979,0.001449231
Indiana,Hamilton,309687,25,0.70756,0,0.015890238,720,52,0.000167911,0.072222222,0.002324928
Indiana,Hancock,72776,24,0.368291,0,0.008876553,183,9,0.000123667,0.049180328,0.002514565
Indiana,Harrison,39450,4,0.524493,0,0.05982256,121,5,0.000126743,0.041322314,0.003067174
Indiana,Hendricks,158170,28,1.026234,0,0.004672188,643,29,0.000183347,0.045101089,0.004065246
Indiana,Henry,48649,10,0.454509,0,0.024995375,34,1,2.06E-05,0.029411765,0.000698884
Indiana,Howard,82457,21,0.800059,0,0.019088737,152,5,6.06E-05,0.032894737,0.001843385
Indiana,Jackson,43779,7,0.262984,0,0.030608283,118,0,0,0,0.002695356
Indiana,Jasper,33448,4,0.174027,0,0.056116958,29,1,2.99E-05,0.034482759,0.000867017
Indiana,Jefferson,32293,6,0.338636,0,0.036973957,26,0,0,0,0.000805128
Indiana,Johnson,149359,6,0.196435,0,0.032619394,538,51,0.000341459,0.094795539,0.003602059
Indiana,Knox,37763,30,0.557548,0,0.007705956,20,0,0,0,0.000529619
Indiana,Kosciusko,78720,14,0.318075,0,0.015231199,29,1,1.27E-05,0.034482759,0.000368394
Indiana,LaPorte,110839,34,0.712752,0,0.006820704,192,5,4.51E-05,0.026041667,0.001732242
Indiana,Lake,488694,181,4.373929,0,0.001141819,1586,70,0.000143239,0.044136192,0.003245385
Indiana,Lawrence,45669,6,0.421041,0,0.042873722,93,11,0.000240864,0.11827957,0.002036392
Indiana,Madison,129641,38,0.979051,0,0.011269583,396,45,0.000347112,0.113636364,0.003054589
Indiana,Marion,939964,318,4.598787,0,0.000325544,4926,267,0.000284053,0.054202192,0.005240626
Indiana,Marshall,46752,7,0.338082,0,0.033196441,29,1,2.14E-05,0.034482759,0.000620294
Indiana,Miami,36035,4,0.331507,0,0.055196337,93,0,0,0,0.002580824
Indiana,Monroe,144436,24,0.957085,0,0.0043341,120,7,4.85E-05,0.058333333,0.000830818
Indiana,Montgomery,38288,5,0.286349,0,0.046045758,35,0,0,0,0.000914125
Indiana,Perry,19229,4,0.326356,0,0.061001612,8,0,0,0,0.000416038
Indiana,Porter,167391,32,0.623679,0,0.006756636,215,5,2.99E-05,0.023255814,0.001284418
Indiana,Putnam,37543,6,0.288548,0,0.035772314,58,4,0.000106544,0.068965517,0.001544895
Indiana,Scott,23722,4,0.318575,0,0.05530731,38,2,8.43E-05,0.052631579,0.001601889
Indiana,St. Joseph,268613,74,1.324836,0,0.002885192,586,15,5.58E-05,0.02559727,0.002181577
Indiana,Starke,22966,1,0.22411,0,0.241792215,15,1,4.35E-05,0.066666667,0.000653139
Indiana,Steuben,34459,2,0.446137,0,0.127339737,21,1,2.90E-05,0.047619048,0.00060942
Indiana,Sullivan,20900,4,0.26411,0,0.054401914,13,0,0,0,0.00062201
Indiana,Tippecanoe,186081,30,1.22451,0,0.005121426,90,2,1.07E-05,0.022222222,0.00048366
Indiana,Vanderburgh,181831,127,1.081061,0,0.001446398,119,2,1.10E-05,0.016806723,0.000654454
Indiana,Vermillion,15644,6,0.203726,0,0.043531066,7,0,0,0,0.000447456
Indiana,Vigo,107723,54,0.958836,0,0.003833907,62,5,4.64E-05,0.080645161,0.00057555
Indiana,Warrick,61581,24,0.605146,0,0.009288579,83,13,0.000211104,0.156626506,0.001347818
Indiana,Wayne,66972,30,0.630776,0,0.008436361,33,3,4.48E-05,0.090909091,0.000492743
Indiana,Wells,27832,7,0.18913,0,0.033953722,5,0,0,0,0.000179649
Iowa,Appanoose,12547,3,0.151123,20,0.099864509,2,2,0.000159401,1,0.000159401
Iowa,Black Hawk,132960,29,1.013192,291,0.008859807,844,11,8.27E-05,0.013033175,0.006347774
Iowa,Carroll,20428,6,0.374951,50,0.04312708,1,0,0,0,4.90E-05
Iowa,Cass,13327,4,0.352548,8,0.073159751,1,0,0,0,7.50E-05
Iowa,Cerro Gordo,43134,18,0.560976,141,0.01546344,14,0,0,0,0.00032457
Iowa,Clinton,47587,10,0.2381,68,0.025385084,48,1,2.10E-05,0.020833333,0.001008679
Iowa,Des Moines,39876,12,0.461946,77,0.022193801,17,1,2.51E-05,0.058823529,0.000426322
Iowa,Dubuque,96571,18,0.993645,208,0.012747098,87,2,2.07E-05,0.022988506,0.000900892
Iowa,Johnson,144425,18,0.278321,16,0.001578674,437,6,4.15E-05,0.013729977,0.003025792
Iowa,Lee,34785,3,0.164438,0,0.026218197,5,0,0,0,0.00014374
Iowa,Linn,220008,36,1.014974,499,0.00471801,613,34,0.00015454,0.055464927,0.002786262
Iowa,Marion,33127,3,0.463014,0,0.078516014,7,0,0,0,0.000211308
Iowa,Montgomery,10239,8,0.465205,0,0.034964352,1,0,0,0,9.77E-05
Iowa,Muscatine,42923,5,0.223135,3,0.044777858,311,7,0.000163083,0.022508039,0.007245533
Iowa,Page,15393,2,0.177753,0,0.146430196,5,0,0,0,0.000324823
Iowa,Polk,467235,84,2.646247,151,0.001564523,756,27,5.78E-05,0.035714286,0.001618029
Iowa,Pottawattamie,93287,29,0.939998,259,0.007857472,27,1,1.07E-05,0.037037037,0.000289429
Iowa,Poweshiek,18428,5,0.234219,0,0.050846538,50,2,0.00010853,0.04,0.002713262
Iowa,Scott,171493,39,0.937068,259,0.004670745,216,5,2.92E-05,0.023148148,0.001259527
Iowa,Story,95888,14,0.493931,62,0.011158852,25,0,0,0,0.000260721
Iowa,Union,12497,4,0.375781,0,0.06737617,1,0,0,0,8.00E-05
Iowa,Wapello,35321,11,0.222042,129,0.021460321,10,0,0,0,0.000283118
Iowa,Webster,36945,8,0.678976,154,0.030342401,4,0,0,0,0.000108269
Iowa,Woodbury,102397,34,1.300618,514,0.00611346,495,1,9.77E-06,0.002020202,0.004834126
Kansas,Atchison,16466,4,0.390137,0,0.053443459,9,0,0,0,0.000546581
Kansas,Barton,27067,4,0.3418016,0,0.06199431,9,0,0,0,0.000332508
Kansas,Butler,66260,16,0.8172525,24,0.012647148,14,0,0,0,0.000211289
Kansas,Cowley,35732,4,0.7541871,21,0.058295086,3,1,2.80E-05,0.333333333,8.40E-05
